,Rating,Title,Review,Review_Date
916,2.0,Don't buy here. Worst experience again.,battery not charging. faulty adapter. no response from customer care. no technician visit. worst after sale service from Amazon. please buy from store.,4 April 2022
917,4.0,Good Phone,"Like: Good Touch sensivity, light weight, quick recharge and Back Cover added with package.Camera is Good, not best.",9 March 2022
918,5.0,One plus node ce2 5g review after 4week use,Everything is good but battery last 2days in normal use and one day in heavy use.But aswom thin is that in just 15min battery charger from 0% to 100%,15 April 2022
919,3.0,i m disappointed.,"No FM, no remote senser, no scanner. Voice volume is no good.Although camera quality is so good. But i m totally disappointed.",1 April 2022
920,3.0,Average...,Average,24 April 2022
921,5.0,❤️❤️❤️ Just go for it,Loved h product its an amazing phone superb display .. awesome front camera,18 May 2022
922,1.0,Heating problem,Very bad experience ok f heating problem don't buy this phone and stay safe on MI,17 April 2022
923,4.0,Good phone,Nice phone of 1plus screen is good camera is good overall best phone in this price,17 May 2022
924,1.0,Pathetic Service,Very Pathetic Service in your service center.I am very sad to say that I'll never choose One plus again Because My phone damage due to water and no-one can repair it...,10 June 2022
925,3.0,Display is not proper a kind of duplicate display,Color brightness is not proper at all,4 April 2022
926,3.0,OnePlus CE 2... 14 day s use kar raha hu....  Don't value for money,Camra Quality poor 2/5.... Battery backup 3/5..... Build Quality 4/5..... Display best...,16 April 2022
927,5.0,OnePlus,Phones performance is very good it has very good battery life and camera quality is good in this range of price the phone is good if someone wants to buy they can buy.,21 May 2022
928,5.0,Fingerprint sensor,Nice product,3 April 2022
929,2.0,As per our exception OnePlus is not fulfilling .,As per exception OnePlus not fulfilling.It's only ok in this price it's a worst productPlz don't by Nord ce 2 .,7 April 2022
930,3.0,not so good,battery power not good ovreall good,18 April 2022
931,5.0,Superb,Nice phone in low budget,15 June 2022
932,1.0,Don't buy this phone,Worst display and cameraIt's not fluid amoled it's normal displayAnd camera is not good,27 February 2022
933,4.0,Overall good at this price,Battery life is  not as expected,6 March 2022
934,5.0,"Nice 5G,phone",Nice Mobile phone working nicely.,11 April 2022
935,1.0,Phone got power off within 1 month.,Phone got power off within 1 month. Very bad experience from OnePlus. Service also very poor.,7 June 2022
936,1.0,Waste of money invested,"Battery power is very low, draining problem Camera is not okay for compare realme8 Prices are very high compared to future",3 April 2022
937,4.0,Good Mobile,Battery is drained out very quickly. Would serve 10-12 hours max. Rest features seems good especially the display quality.,4 June 2022
938,5.0,Best phone in this price range,Good mobile with good battery backup. Primary camera is too good and secondary camera is ok.,8 June 2022
939,1.0,Not satisfied with one plus this time.,Camera is not upto mark. Hang problem. Battery is draining too fast. Call drops,27 February 2022
940,5.0,Good,Good,15 June 2022
941,5.0,Best looking..,Ek no. Phone hai....Zabardast item hai..Good camera clarity..Very good finger print sensor..And a good face unlock...Best mobile.. 👍🤞,28 May 2022
942,4.0,Good product,Camara quality good,16 May 2022
943,5.0,Best phone under budget,"Must Must Must go for it, everything is superb and goood.",11 April 2022
944,5.0,Superb phone,Good...working perfectly...no issues...packaging was also good and very fast delivery,9 June 2022
945,5.0,Excellent,1 number 👌 smart phone but camera is not very good...may be camera wiil be completed by update. ..... other wise phone is wonderful display is excellent 👌,3 March 2022
946,3.0,Overall a fine product .. but it has major touch screen issues,Good,2 May 2022
947,4.0,Fine thanks,Nice,12 May 2022
948,2.0,Worst product ever,"Not value for money very worst mobile ever in my life in few days mobile becomes hanging,laging,delay in screen open , YouTube not working nord is very Worst product ever",1 March 2022
949,1.0,I brought this product on 30 March 22 but with in a month my phone display not working,"The media could not be loaded.
                



 I like to use one plus but with in a month half of phone display not working right now phone display change to blue spot",20 May 2022
950,5.0,Excellent service delivery on date promptly,Liked the product,27 February 2022
951,5.0,Good,Good,6 April 2022
952,4.0,Very fantastic and fabulous mobile. really I am happy with this product.thanks Amazon,"The media could not be loaded.
                



 Very fantastic and fabulous mobile. really I am happy with this product.but mobile is heat some times",4 April 2022
953,4.0,Good Product,In this price Best Product,24 April 2022
954,5.0,Very nice phone,Very nice phone,27 February 2022
955,2.0,Improve in phone unlocking as its need to be smooth and fast.,"Phone unlocking time is too delay, as first wait for fingerprint scanner then put finger on it and if i talk about face opening, its also not smooth in dim light.",13 April 2022
956,5.0,all over good product. battery backup very low.,"The media could not be loaded.
                



 all over good product. very nice camera.beautiful picture quality.",18 May 2022
957,5.0,Wonderful,Camera just amazing...... overall good phone,5 June 2022
958,1.0,worst,"nord is one of worst product of one plus,bad quality camera, and battery life not up to the mark",11 April 2022
959,4.0,Honest review,The camera quality in indoors is poor.using this mobile after 3 days...just disappointed with camera quality in indoors that's it...rest of the phone is flawless.,4 June 2022
960,4.0,Camera not upto the mark,"Camera quality was not good, fingerprint reader doesn't work properly but mobile is awesome",1 March 2022
961,1.0,Heating problem and other issue worst product I want my money back,Very bad bahut garm ho jata hai mobile ish pe ande obaal ke khata hun itna garam hota hai. Mera paisa mujhe wapas chahiye. Bikul Bawasir product hai,17 April 2022
962,4.0,Everything is ok but feel bad for Android 12. I don't know about games otherwise very good buy.👍🏻,Fingerprint works excellentBattery for me more then enough and 65w charging incredible.Camera is good. Image quality surprised me.,18 April 2022
963,5.0,Amazing phone,"The phone is really good. Gets charged very fast, battery lasts long and th camera quality is also just great. Good storage and ofcourse, easy to use. Loved it",21 March 2022
964,1.0,Well good heart,Well the phone is good heart and to keep you warm .............thank you +,28 May 2022
965,5.0,Over all very good redmi lite 11ne,Goog,14 May 2022
966,5.0,Good product,Amazon delivery was excellent… and packaging too… got recieved good product… will see after few months,12 May 2022
967,4.0,Good mobile,Display size is compact.Very smooth...Camera quality is average.Super fast charging.,27 February 2022
968,5.0,"BEST mobile,",Overall best phone from best site.,30 March 2022
969,3.0,Battery backup is very bad!,Battery backup is very bad!,30 May 2022
970,5.0,Best Mobile ever,"One plus is a trusted brand, but nord ce2 5g is excellent all over performanceYou should buy it# best mobile ever",31 May 2022
971,1.0,Not satisfied with the product,"Hi the product is very poor in performance and battery backup also not satisfied with the look, only thing to appreciate is the weight of the device",1 March 2022
972,4.0,Phone is good but battery quality verry bad,Phone others quality is good. ButBattery quality verry verry bad.One time Full charge battery life 6 to 7 hours  .One day two times charge this phone,21 April 2022
973,1.0,Screen quality not good,3rd month screen not workingPhone send to service center and it will take 7 to 10 days:-(,20 April 2022
974,4.0,Best value of money,OnePlus Brand name is quite enough.In this price segment we can buy as well enjoy with product.,21 April 2022
975,4.0,Impressed,Nice PhoneVery Light weightGood Camera QualityClear audioCrystal clear Screen,18 May 2022
976,5.0,Battery life,Battery life is so good. Super vooc charger is amazing. Best phone fit into the budget.,21 April 2022
977,5.0,Fast and elegant,No issues encountered works flawlessly,13 June 2022
978,5.0,Good,"I'm writing this review after using the mobile for 2 months..this phone is fine, i face only heating issue.It takes to charge 35-40 mins from 15% to 100%",18 June 2022
979,4.0,Awesome phone,Thanks oneplus,2 June 2022
980,2.0,Battery life is very bad,I got the back cover with yellow dots and in very bad condition,24 March 2022
981,4.0,Good phone best in budget,"I just looked for clean OS, im satisfied with brand and quality.",19 April 2022
982,4.0,Amazing mobile handset,"Camera is average ,fingerprint is much faster battery one day life but charger so fast",7 April 2022
983,5.0,Value for money,"The phone is really good, and with this budget premium phones, the quality of camera , reach, battery life is really great.",9 June 2022
984,4.0,Good product,Some function working delayed. Example select photo to delete and select massage to delete is too slowly working. other then I am satisfied with this,3 May 2022
985,5.0,Best quality...5 star rating ossam camera...,Osssamm piece...best price in best quality....5 star raring....,26 February 2022
986,1.0,Gets automatic switched off,Gets automatic switched off/ becomes to hotAutomatic restartSeems not initial one+ brand quality.Seems downgrade product for Indian market,28 April 2022
987,5.0,Best phone,It takes around 25-30 minutes for full charge. Battery backup is good. Best phone as compared to another brands in this range. Sound quality is too good. Camera is perfect.,9 March 2022
988,5.0,It's all about fact of good service.,Got amazing experience while buying my phone and that instant discount thing is soo quick.. Very good product selling knowledge with extra advantage systems..,10 May 2022
989,4.0,Phone is good 👍 but camera quality is not as accepted from one plus,"Looks like premium phone,Fast charging is better than others,Finger print sensor quite better,Camera is average that is disappointed for me.",30 May 2022
990,1.0,Poor camera and bulit quality,"OnePlus should atleast put samsung camera than this omnivision one . Very poor quality photos, haptic is very poor , built quality is also very average.",18 March 2022
991,4.0,Little compromise with battery life else everything is good in this phone.,Battery life is little compromise rest everything is good,27 March 2022
992,1.0,The phone is having volume issues and problems,The phone having issues with the voice clarity. Very very bad .. didn't expect this from One plus,14 March 2022
993,5.0,Bole to osmmmmmmm,"The media could not be loaded.
                



 Totally understanding 🙂🙂",31 May 2022
994,5.0,battery is draining fast,every thing is grrat bt battery is draining fast and some apps are not working fine like in messenger chat heads doesn't open and near by share not working,21 March 2022
995,5.0,Nice phone good camera,Best phone,11 June 2022
996,4.0,Phone is all good but camera is not much as expected good camera in this range,I like the pannel of the phone and camera options as well. Good option of second space but sound is normal and battery is drying little soon than expected,27 February 2022
997,5.0,Awesome,Superb,4 April 2022
998,1.0,Very Bad this product,Very Bad Product One Batery packupOnePlus App's not sapot stack hanging is to much very Bad very very Bad this product please do not purchase this product,18 March 2022
999,1.0,Product defective,Sbse ganda hai koi problem ko thik se clear nhi kr rha hai mere product defective hai 10 din ho gye complaint krte hue  lakin aaj tak product return nhi kiya,15 May 2022
1000,4.0,Overall Good mobile,"Although price is bit higher, mobile is good.Using from last one month,sound, camera clarity,battery back up good.night clicks not so good.",16 April 2022
1001,5.0,Dev.,Really great experience with the phone and delivered in next day only. And deliveryman was very polite. Battery backup is also very good and it's ultra fast charging phone.,27 February 2022
1002,2.0,Worst camera,Worst camera at this price range. If your preference is camera please don't buy this mobile,16 May 2022
1003,4.0,Good,Good,13 April 2022
1004,3.0,Not as good as expected..,Camera quality is not as good as expected.Otherwise all other features are good.Battery life is good and working very smoothly on 90hz.,24 May 2022
1005,5.0,Very good product 👍👍,Nice 👍,31 May 2022
1006,1.0,Worst phone ever...,I'm writing this review after using 10 days.Camera is average...Battery draining fast...not worth in this price...,5 May 2022
1007,5.0,Superb phone,Camera is good.battery also good it gives one full day  with half an hour charging with continuous usage.,18 June 2022
1008,5.0,About Phone,Using for last 24 hrs ...Battery..power has to improve ...but no complain,27 February 2022
1009,5.0,Best Thing,One of the best thing is that Phone doesn't gets heated,26 May 2022
1010,5.0,Best buy,One of the best mobile in OnePlus series.best for this price.,14 May 2022
1011,5.0,Amazing phone loved it😍 go for it👍,"The media could not be loaded.
                



 65watt charger amazing works",3 May 2022
1012,5.0,"Short time on delivery , I love it","Good looking, battery back up so good, camera result is nice. Thank you",5 March 2022
1013,3.0,Better Not to Buy in this price,Over all phone is decent in performanceCamera quality poorBatry life ok okScreen size and feel Good,12 March 2022
1014,3.0,Average phone..little bit hang issue...average camera... overheating when in charging condition,Average phone..little bit hang issue...average camera... overheating when in charging condition,15 March 2022
1015,1.0,Dull phone,So embarassing. Its have network connectivity problem and a lot hangs in a parallel of minutes. And more than this there is no replacement option to change this phone,30 March 2022
1016,2.0,Not value for money,Finger print sensor response is very bad even less cost phone performance response is better than this phone.,14 March 2022
1017,1.0,Very disappointed from processor dimensity 900..,Process unable to delete even 50 photos at a time....I'm using 1st time this dimensity process and highly disappointed from the performance.,17 May 2022
1018,4.0,Good phone,Camera excellent,25 April 2022
1019,4.0,Good Mobile for non-gamers..,Design-4.5/5Battery-4/5Camera 3.5/5Software 4/5,18 March 2022
1020,4.0,"Stereo speakers should be there , should improve camera quality.. overall it's good phone","Stereo speakers should be there , should improve camera quality.. overall it's good phone",22 June 2022
1021,5.0,Best in price segment,overall after using 7 days.charging time is 30 min.camera is good.no heating problem.best in segment under 25k.,9 March 2022
1022,5.0,Value for money,Nice and value for money,3 June 2022
1023,4.0,Sound and battery charging best,I think 24000 is too costly otherwise all ok,11 April 2022
1024,1.0,Poor service of One plus company..network issue,Poor service by one plus company..and network issue..voice not clear during the call.only given assurance ...not given any solution of the problem...chatted me..,20 April 2022
1025,5.0,Nice,Nice camera,5 March 2022
1026,4.0,Better than previous One ( Nord CE ) but not the best,Just good !,3 April 2022
1027,4.0,Decent one at this price range,Just. Ok or i can say a decent one at this price range. But don't expect too much.,4 March 2022
1028,1.0,Dont buy for gaming!!!!!,"Processor ,heating problems , too bad fps for 3d games !! Like bgmi",9 June 2022
1029,5.0,Mobile 25k range me bahut accha hai sbse best,Bahut mast camera quilty charge 20min me fullNord-2se accha hi hai 25k range me,27 February 2022
1030,1.0,Not worthy,Pros: Fast battery charging.Cons: cheap plastic built qualityCheap camera quality.Cheap so called amoled screen (feels like LCD),15 April 2022
1031,5.0,Everything is superb👍👍👍,Everything is superb👍👍👍,17 May 2022
1032,3.0,Nord ce 2 5g,"Phone look wise and performace wise is good... but camera quality is wrost.. you can this find this type of camera qyality in 10k budget phone,,",2 May 2022
1033,5.0,Value for money,Nothing anything for dislike full package value for money phone,4 April 2022
1034,5.0,Very good mobile,Excellent,17 March 2022
1035,5.0,Go for it,"Budget one from One plus, Stylish design. If anyone is looking for a mobile arround 25k, go for it. U will not regret.",7 May 2022
1036,1.0,Battery problem,Battery backup Very very bad compare to local mobile  key pad also.....taking more money giving worst battery in 1 plus not even holf day comming ........chi...,20 April 2022
1037,4.0,One plus,Nice phone I lovebit,3 June 2022
1038,5.0,Good phone,Great deal,26 May 2022
1039,4.0,Battery backup kam hai,Mobile to accha haiPar battery backup kam hPure din me do bar charge karna padta h,30 May 2022
1040,3.0,It's ok,It's not a goodOnly ok,9 June 2022
1041,5.0,"Superb Smarty, clean UI, rocking daily usage phone",Excellent PerformanceSmooth DisplayNice UI Experiencelooking fill Premiumit's really amazing one plus brand,1 March 2022
1042,5.0,Worth it,"I have fell in love with this device. Battery lasts upto two days and it's very efficient. Supervooc charger is the best. Camera is okay. Speaker is loud, os is smooth",27 February 2022
1043,1.0,Don't purchase....,Its Just waist of money...,6 June 2022
1044,5.0,"Nice Camera,Handy,Slim body,Good Looking",Ultimate Phone.5 Star from my side,29 May 2022
1045,2.0,hangs too much,"Opening the application and clicking on it does not open, the application comes back to the home page and sometimes typing is not able to type",17 March 2022
1046,5.0,Good allround midranger,Its a very nice phone with excellent looks and great battery life with ultrafasr 65w supervooc charger which charges full in around 30 minutes,19 March 2022
1047,5.0,Almost in this range best variant of all  this price range,Nice and good phone for experiencing any premium phone quality at this range camra quality is good sensor are good all over best in this price range...,10 May 2022
1048,1.0,Mobile is getting heated very much while charging calls video calls very bad experience,"Mobile is getting heated very much...while charging, voice calls , video calls, opening 3-4 apps etc... Not expected this , very bad experience",25 April 2022
1049,5.0,Exellent smartphone,Best bettry life and excellent caamera qality and fast finger print,8 April 2022
1050,4.0,Camera should mentain the natural photography.,"My experience is very good after using of 25 days. Battery backup is good,camara experience is Asame.Resresh rate 90.2 which is never hung this phone.",9 April 2022
1051,5.0,Camera quality,Camera is really best forever in macro shotBest photography experience,21 March 2022
1052,1.0,Not as like OnePlus brand poor Quality. Faltu mobile,Poor Quality,3 March 2022
1053,2.0,Just okay not good,Just okay not good,1 March 2022
1054,1.0,Camera,Photos quality is very poor didn't expect this type of camera from OnePlus. Camera quality is same as that of mobile of 10k and even more horrible than that.,22 March 2022
1055,3.0,"Disappointing Camera , battery ok ok","Battery is ok ok, camera quality is very poor. I had moto one fusion + which I baught for 16k, which had better battery and an awesome camera",15 May 2022
1056,1.0,wrost phone don't buy any one and not refunded only replacement same model,Third quality phone battery back up not and heating problem network problem wrost phone don't buy any one and not refunded only replacement same model,18 May 2022
1057,4.0,Nice experience,Nice mobile with awesome handling!!!!! Just two things to highlight- No ring/silent switch and battery life is little disappointing.,12 April 2022
1058,5.0,One plus nore ce 2 amezing,,6 March 2022
1059,5.0,Good quality,Delivery man demanding charger & my new charger taken. Old charger was not working if possible return to me,13 March 2022
1060,4.0,Some time Hangs,Mobile is very handy and less weight.But mobile is hanging ..Nord series mobiles are not up to the mark,30 May 2022
1061,5.0,Amazing,"Best mobile ... Weightless ,fast charging, battery life is good everything is perfect .... Fantastic mobile ... Very stylish ... Fingerprint reader sensor too good",12 March 2022
1062,2.0,After Using A 1 month getting the Phone Hitting Issues,I think hitting issue need to be resolved on urgent basis otherwise One Plus Losing Its Brand Image,10 April 2022
1063,1.0,Too much lag while playing BGMI,Don't buy it whoever wants to play BGMI with higher refresh rate. Mobile is suitable for day to day use. Not for gaming....,13 June 2022
1064,2.0,Mobile heating too much kindly replace the mobile,"When I use the mobile mobile heating too much and operating also not good,Am unsatisfied. Please replace the mobile this phone heating too much",1 May 2022
1065,2.0,Its an average phone,"Camera quality below average. Very low batery and it is an average phone.. But good speed, device oppen with finger print is very fastly, good sound.",21 May 2022
1066,4.0,Battery,Battery charging is down very frequently. should be improve.,17 March 2022
1067,4.0,Average performance and good looking,Awesome look and feelAverage performance and battery backup,28 May 2022
1068,5.0,Fast charging & Excellent looking..,"Last three months used this phone, i am very much satisfied e.g. Battery life & fast charging/ Excellent design/ Quantity of phone.",9 June 2022
1069,4.0,If you are a Camera person don't buy this phone.,"Except for the camera, everything is good about this phone.",12 May 2022
1070,3.0,Disappointed with the camera quality,Battery backup is good. Performance is good. But disappointed with camera. Camera quality is poor.,19 March 2022
1071,4.0,Performance Phone not for camera,Performance vise and user vise is the best phone. But camera is below average could be must better,11 June 2022
1072,1.0,Worst product,Don't buy replacement not given by company,12 April 2022
1073,1.0,Battery issue,Fingerprint awesome camera is not better battery issue,17 March 2022
1074,5.0,OnePlus rocks,As usual OnePlus gives excellent product loved itBattery is good and is also goodShould buy,14 April 2022
1075,2.0,Poor Battery. Drains in 6 hrs,Not so great quality product. Not even value for money,19 April 2022
1076,4.0,Not much as expectations,Overall performance avarage,7 March 2022
1077,5.0,Best phone ever,Low price best phone battery performance is very good camera quality good,3 April 2022
1078,3.0,Premium OnePlus feel but average camera,"Camera quality not that good, better cameras are there in this price range. Overall OnePlus satisfaction is there phone feels premium in hand.",15 March 2022
1079,5.0,Very good phone,Amazon delivery service is very fast.nice phone,28 February 2022
1080,5.0,Best Mobile under 25000,"Camera is amazing .Smooth handling, doesn't lag.Awesome for gaming.Battery runs for 1.5 day.",3 March 2022
1081,5.0,Fast refresh rate,"Most amazing fast charging- 7 minute 50% charged,fast refresh rate..Very light weight.Best mobile on my hand qmong rest.",14 May 2022
1082,5.0,Good Mid-Ranger,so far so good at this pricing,1 March 2022
1083,3.0,Mobile getting too much  hang problem during games toomuch while playing,This mobile is hanging toomuch.... It's not supporting a small Asphalt game in this OS and getting back while playing and changing the wallpaper itself...,17 April 2022
1084,5.0,Nice product,Value of money,11 March 2022
1085,1.0,Ok ok,Its just okWith the name of one plus its not good mobile and as compare to other oneplus phone its poor performer.,27 May 2022
1086,5.0,Best gift made wife happy,Gr8 camera good quality,5 June 2022
1087,1.0,Bad camera..... 0.50 ⭐ out of 5 isse to 10000 wale phone ke camera acche hi....,"The media could not be loaded.
                



 Don't buy this phone...... Low quality camera...Naam ka 64 mp camera.... Video quality very bad",1 May 2022
1088,3.0,It's OK,Its OK phone not bad this amount,5 March 2022
1089,4.0,Good in the this price range but if you are using premium flagship then you will not feel happy,* You can not compare it with flagship series of oneplus* Nord 2 has better feelOverall good phone,9 March 2022
1090,5.0,"Like premimum feeling,upgraded android","The media could not be loaded.
                



 In my case battery drainage issue,but same device my frind no issue.Overall a superb experiance",23 April 2022
1091,5.0,Awesome phone,,28 February 2022
1092,1.0,Wastage of money,"Phone got in not reachable when connected to other phone hotspot through wifi. Wastage of money, no support from one plus for replacement of device.",20 March 2022
1093,1.0,Speed and in screen lock unlock just amazing,Camera is not satisfactory and over all is impressive mobile,8 April 2022
1094,5.0,A very good phone worth its price!,"Everything is good in performance, camera 4.5 I can give and battery good backup for only 1 day and it's fast charging. Totally worthy!!",29 April 2022
1095,5.0,"Superb mobile phone, look are amazing 😍",,27 February 2022
1096,5.0,Excellent,Excellent,6 May 2022
1097,5.0,Bahut bahut badhai hai,Battery thodi kam amej ki hai Bus aor sab theek hai,22 April 2022
1098,2.0,Broken Screen recieved..,"Got broken piece struggling with phone since first day,came to know after 15 days when visited OnePlus store. New screen cost is approx 7000/-",20 March 2022
1099,3.0,Worth a buy,"Though a little expensive, but worth for those passion ate about this brand",6 April 2022
1100,4.0,value for money,Battery charger is awesome. Phone gets charged within 30 minutes. Camera quality is not that good. could have been better with this price range.,14 June 2022
1101,5.0,Bahot si problem hai OnePlus ne update Dena chahiya tha notification mai app bahot kam update hai,Calulettar nai hai notification mai outo call recorder nai manual Li karna padata call recording,29 March 2022
1102,2.0,Worst camera...its like a 10 k phone,Worsted camera quilty.,2 March 2022
1103,5.0,Amazing cameras,I buyed this phone 10 days ago ... It's really nice product by one plus,13 March 2022
1104,3.0,"Heating issue, battery is not upto the lavel","I'm using this phone since 1 month, mostly issue is mobile is heating all the time and battery life is not according to its capacity",23 April 2022
1105,1.0,Worst charging quality..,Said 65 Watt charging but charging quality very worst this product,21 April 2022
1106,5.0,Good product,I purchased this one in a exchange offer just only 17k..🙂,22 May 2022
1107,5.0,One plus classic phone.,We know that One plus brand is very good. Finger print sensor are very nice. Camera quality is good. Satisfy with the battery. Good worth.,11 March 2022
1108,5.0,"trust this retailer, safe delivery and product safety was good.","this retailer can and should be trusted, not a scam. delivery was on time and product was genuine and delivered safely. everything's fine. 👍🏼",6 April 2022
1109,2.0,Worst production of One Plus,"Most worst mobile of One Plus. Battery and front camera is too much bad quality. Overall, don't buy it. I just return this mobile after 3 days of purchase.",15 March 2022
1110,3.0,Ok ok phone heating pbm,Phone is not upto the mark not worth of 25k .phone start heating at the time of charging.,19 March 2022
1111,3.0,"Camera , Android","The camera quality is very low . Also this device still runs the Android 11. Please do not buy , there are no security updates frequently",11 May 2022
1112,5.0,Good,Looking StylishNeed to improve camera,12 May 2022
1113,5.0,Value for money,Great mobile at this range,24 May 2022
1114,5.0,So stylish phone!,The blue colour model is amazing with that slope around the camera bump. Photos are good. Display is nice. Charging speed is amazing.,8 April 2022
1115,1.0,Mobile is getting heat n battery is getting low,Battery is getting low automatic n mobile is getting heat,29 March 2022
1116,4.0,Ok,Good,27 May 2022
1117,5.0,battery life,Battery backup should be little more compared to the price,7 March 2022
1118,5.0,Very good!,First of all it's a very good brand.I like mostly for bettery services and 5G services.Camera quality not too much good but fine.,7 April 2022
1119,2.0,"Phone is excellent, other than battery draining issue","One plus manufacturer must really focus on improving the  battery life, drains very quickly",8 May 2022
1120,3.0,Camera not good,Phone performance is good but camera not satisfied in this price Rance,19 March 2022
1121,5.0,Best in segment,Fast chargingExpendeble storageNo heating issueOnePlus markOr kya chahiye,2 March 2022
1122,5.0,Another OnePlus gr8 product,Best under 22k and gr8 experience in software,7 April 2022
1123,1.0,Wrost phone,Not satisfiedSim 2 features not working.Unable to send sms in gpay for bank activation,2 March 2022
1124,5.0,Good,Good,1 April 2022
1125,5.0,Value for money,"Excellent mobile with powerfull charger and battery,Camera is not upto the OnePlus mark",19 March 2022
1126,4.0,Good phone with super quick charging.,The only problem with this mobile is speaker  sound is low . Rest all good. Will write detail review soon.,10 April 2022
1127,5.0,"Very good phone , go for it","Very good phone, no hang problem, no heat problem, I am running this with full load, submitting this review after  1 week.",11 April 2022
1128,3.0,Everything is good but camera quality not up to mark,Not good on camera,19 April 2022
1129,1.0,Not satisfied with os,"Not upto the range,totally disappointing.",27 February 2022
1130,5.0,best ever,best ever,25 April 2022
1131,5.0,Great Phone,A Perfect one in this price range with great combination of camera features and processor.,14 June 2022
1132,1.0,Not Worth,"Camera is pathetic,Battery is fine as we do for every new phone",7 April 2022
1133,4.0,"Overall good,","Good phone but there areSome problems as low proximity sensor, Disappointing Google dialer, low Detailing in camera.Good processor...",21 March 2022
1134,5.0,Superb,Great to buy this phone,1 April 2022
1135,5.0,Exilent phone,"Very good phone, good camera, battery charge fast, battery pack up is long, display is very good.",20 May 2022
1136,4.0,1 star is not given because of poor call recording feature,Never been disappointed yet .good product  but call recording system is poor as it will announce to the opposite person that call is being recorded,14 April 2022
1137,2.0,Headphone is not working with it,"Headphone is not working in this set, and customer support wing is very bad",24 May 2022
1138,5.0,Nice phone,Awesome every thing Bad thingsIf bone is also made up steel then its too good but in price it come its too good,28 March 2022
1139,1.0,Box Condition not good and I'm insert Sim card but emergency call showing,"The media could not be loaded.
                



 Insert Sim card but sim card not showingNo sim Insert. Please find photos and video and return.",19 April 2022
1140,3.0,Battery drains a little fast during internet activities,Battery drains only a little fast during internet activities. Everything else is superb. Can ignore battery issue if like one plus,24 May 2022
1141,5.0,Great product by oneplus.,It's a wonderful device and amazing features.,12 April 2022
1142,5.0,One Plus is number one,"Camera is excellent. First time user of One Plus, too good phone",27 February 2022
1143,5.0,A Perfect Android Smartphone in Flagships.,No Flaws. Great on Hands. Perfect Balancing on all aspects.,29 March 2022
1144,4.0,Amazon delivery is good only for Bangalore.,"Like, good",3 June 2022
1145,4.0,Awesome phone,Nice phone,30 May 2022
1146,4.0,Missing memory card slot,Every thing is good but price range is little bit high 🙂,12 April 2022
1147,3.0,Looks better mobile under 25k .... Charge is very fast and battery drains quickly,I like cameraVery fast chargeFingerprint sensor not much effectiveBattery drains quickly,12 April 2022
1148,5.0,Superb 👌,I wrote review after using one week. Battery capacity little bit trouble. Other features are excellent. Camera quality also good.,11 April 2022
1149,4.0,Good phone,"Good phone, camera is also good, fast charging in just 20 minutes maximum,Bettery backup can be improve also build quality.",19 March 2022
1150,5.0,Best Quality,Best Quality phone...price is little bit more..,5 March 2022
1151,4.0,Good phone,Good phone with great performanceBut with average camera.,26 February 2022
1152,4.0,Almost better in this price.,"I like this phone for the light weight and looks perfect in hand ,finger print reader is good but battery and camera is not like that i expected.",24 April 2022
1153,1.0,Display creating problem during calls,Display blinking during calls,25 April 2022
1154,4.0,Gud one but it could be much better,Battery life & camera not reached my expectations but I'm impressed with fast charging charger & mobile model & processer was good,29 March 2022
1155,3.0,Battery issue,Battery issue problem,16 June 2022
1156,1.0,Problem with old mobile exchanged,"Product is good, but Amazon should clearly mention that old mobile which is to be exchanged should not be with replaced glass.",2 May 2022
1157,4.0,Every thing okay,I found one of major cons battery drain very faster when using and not in using.Camera good but it too much loading after capture.,15 April 2022
1158,4.0,Good phone,"Cheapest one plus device but lacks many features, camera is not of a great quality, multitasking is quite good.",27 April 2022
1159,5.0,"Best choice, go for it 👍",If you want a brand value in a smartphone then go for it. It's a best choice ❤️ features are amazing and works perfectly fine...,5 May 2022
1160,5.0,Excellent service,Superb quality must buy Frome Amazon,8 April 2022
1161,4.0,Good phone to buy in this range.,Finger print perfect. Battery life good.But camera is little bit lesser quality in comparison to Nord 2 5g.,26 March 2022
1162,5.0,Perfect all rounder,"The media could not be loaded.
                



 Perfect",5 April 2022
1163,3.0,Carema performance,Camera is not working as expected ...nightmode and slow motion are not working properly,27 April 2022
1164,1.0,"Not audible calls, worrest mobile , waste of money, don't buy, i disturbed a lot... Sorry to say","I want return as it is not audible calls, bad experience, no technician support, waste of 25000/- go for an other phone...",14 April 2022
1165,2.0,Phone was automatically switch off request you to please send the technician to check the same.,Hello team this is to inform you that my phone was automatically switch off request you to please check the same and send the technician,1 June 2022
1166,5.0,Beautiful,"Processing awesome,quality, battery fast charge 15mint  camera,smoothad for typing I love this",21 June 2022
1167,5.0,Excellent,Excellent,23 April 2022
1168,4.0,Always good phone,Camera battery display is good,26 February 2022
1169,5.0,Awesome mobile,Quick charging and finger print unlock much like and very nice camera,27 March 2022
1170,5.0,Nice,Nice,30 March 2022
1171,4.0,Operating systems complicated,Good,29 March 2022
1172,5.0,Batter,My best phone I have ever purchased . One plus brand is enough to purchase this . Fast charge within 30 minutes . Great battery Backup.,5 June 2022
1173,3.0,My sound quality is really bad 😔...Speaker is now not working properly,Sound quality very bad...can't even hear properly... starting it was good...it's only 2 months ..and my speaker is not working properly,29 May 2022
